INFO  15:21:55 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  15:21:55 New Cassandra host /172.31.7.56:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.7.56; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up likelyquery0 with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Running [likelyquery0] with 250 threads for 20000000 iteration
Failed to connect over JMX; not collecting these stats
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,       9908400,    1752,    1752,    1752,   142.7,   135.1,   186.6,   213.6,   242.1,   261.7, 5723.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9910422,    1715,    1715,    1715,   141.9,   136.8,   180.8,   205.9,   249.8,   253.1, 5724.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9912501,    1813,    1813,    1813,   141.2,   133.1,   188.4,   212.1,   242.8,   257.0, 5725.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9914499,    1716,    1716,    1716,   145.8,   137.5,   198.2,   222.3,   254.1,   284.9, 5726.6,  0.00045,      0,      0,       0,       0,       0,       0
total,       9916594,    1820,    1820,    1820,   137.7,   134.1,   172.3,   196.3,   227.0,   241.9, 5727.8,  0.00045,      0,      0,       0,       0,       0,       0
total,       9918674,    1761,    1761,    1761,   141.6,   136.6,   182.1,   208.8,   231.9,   245.4, 5728.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9920668,    1702,    1702,    1702,   146.4,   139.4,   191.2,   226.8,   261.7,   284.6, 5730.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9922730,    1766,    1766,    1766,   142.2,   132.0,   210.5,   233.5,   277.5,   330.9, 5731.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9924665,    1678,    1678,    1678,   149.3,   138.3,   208.6,   230.6,   270.1,   273.3, 5732.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9926760,    1804,    1804,    1804,   138.4,   132.9,   180.9,   205.5,   247.5,   269.6, 5733.6,  0.00045,      0,      0,       0,       0,       0,       0
total,       9928904,    1754,    1754,    1754,   142.4,   135.1,   188.9,   211.6,   233.0,   264.4, 5734.8,  0.00045,      0,      0,       0,       0,       0,       0
total,       9930926,    1723,    1723,    1723,   145.2,   139.5,   189.4,   211.6,   241.3,   276.1, 5736.0,  0.00045,      0,      0,       0,       0,       0,       0
total,       9933057,    1835,    1835,    1835,   137.0,   133.3,   172.3,   193.5,   218.7,   240.9, 5737.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9935138,    1708,    1708,    1708,   145.6,   138.4,   190.8,   216.1,   251.9,   255.9, 5738.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9937137,    1694,    1694,    1694,   147.9,   139.7,   204.6,   232.7,   268.1,   282.6, 5739.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9939213,    1776,    1776,    1776,   140.7,   133.5,   191.5,   219.3,   238.0,   248.1, 5740.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9941288,    1695,    1695,    1695,   147.4,   138.2,   198.9,   226.1,   250.4,   263.0, 5741.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9943319,    1731,    1731,    1731,   142.1,   136.8,   182.5,   205.0,   239.4,   250.3, 5743.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9945482,    1771,    1771,    1771,   143.2,   134.3,   197.1,   220.8,   259.5,   268.3, 5744.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9947558,    1706,    1706,    1706,   146.5,   137.9,   194.8,   217.7,   254.6,   276.6, 5745.6,  0.00045,      0,      0,       0,       0,       0,       0
total,       9949687,    1793,    1793,    1793,   139.6,   135.2,   173.9,   202.8,   227.7,   266.3, 5746.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9951787,    1752,    1752,    1752,   141.9,   137.6,   179.1,   204.7,   225.0,   230.3, 5747.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9953907,    1728,    1728,    1728,   145.4,   136.6,   196.8,   217.9,   246.2,   264.3, 5749.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9955925,    1731,    1731,    1731,   143.0,   137.5,   182.6,   210.5,   232.7,   247.6, 5750.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9957975,    1757,    1757,    1757,   143.4,   137.2,   185.1,   208.6,   232.0,   235.6, 5751.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9960066,    1717,    1717,    1717,   146.1,   136.8,   201.7,   229.6,   267.8,   273.1, 5752.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9962090,    1708,    1708,    1708,   143.3,   136.6,   188.9,   210.9,   240.0,   256.9, 5753.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9964158,    1786,    1786,    1786,   142.9,   135.3,   194.9,   217.6,   239.6,   246.7, 5755.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9966169,    1712,    1712,    1712,   145.6,   134.3,   205.6,   232.1,   261.2,   285.1, 5756.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9968315,    1809,    1809,    1809,   138.3,   133.4,   174.6,   199.6,   225.1,   246.5, 5757.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9970338,    1683,    1683,    1683,   148.2,   137.2,   220.9,   244.8,   275.9,   293.2, 5758.6,  0.00045,      0,      0,       0,       0,       0,       0
total,       9972299,    1680,    1680,    1680,   148.4,   139.9,   199.3,   221.1,   276.6,   278.2, 5759.8,  0.00045,      0,      0,       0,       0,       0,       0
total,       9974444,    1827,    1827,    1827,   138.0,   133.8,   176.8,   199.7,   231.7,   245.1, 5761.0,  0.00045,      0,      0,       0,       0,       0,       0
total,       9976496,    1708,    1708,    1708,   145.5,   140.0,   188.3,   213.8,   239.3,   250.0, 5762.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9978493,    1728,    1728,    1728,   144.2,   138.7,   185.0,   206.4,   240.6,   242.5, 5763.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9980522,    1749,    1749,    1749,   142.9,   138.1,   180.9,   209.8,   226.2,   327.6, 5764.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9982668,    1743,    1743,    1743,   144.4,   139.3,   191.9,   218.7,   255.1,   265.0, 5765.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9984767,    1765,    1765,    1765,   138.9,   133.6,   176.1,   207.1,   242.0,   252.4, 5766.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9986881,    1750,    1750,    1750,   145.0,   140.8,   184.1,   206.5,   236.2,   250.4, 5768.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9988949,    1700,    1700,    1700,   147.2,   140.1,   192.0,   216.4,   239.9,   292.3, 5769.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9990955,    1733,    1733,    1733,   144.2,   135.9,   200.5,   232.2,   270.6,   282.0, 5770.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9993035,    1761,    1761,    1761,   142.6,   136.4,   184.7,   208.8,   235.0,   281.0, 5771.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9995074,    1721,    1721,    1721,   145.2,   137.0,   196.5,   218.0,   242.1,   268.4, 5772.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9997208,    1779,    1779,    1779,   140.2,   136.2,   174.6,   202.2,   238.8,   255.4, 5774.0,  0.00045,      0,      0,       0,       0,       0,       0
total,       9999298,    1726,    1726,    1726,   144.9,   138.1,   188.8,   215.3,   259.2,   273.6, 5775.3,  0.00045,      0,      0,       0,       0,       0,       0
total,      10001328,    1698,    1698,    1698,   147.5,   138.9,   205.0,   231.5,   248.7,   254.7, 5776.5,  0.00045,      0,      0,       0,       0,       0,       0
total,      10003476,    1787,    1787,    1787,   139.1,   134.2,   175.3,   201.2,   235.9,   260.8, 5777.7,  0.00045,      0,      0,       0,       0,       0,       0
total,      10005631,    1770,    1770,    1770,   141.1,   136.6,   181.0,   203.3,   232.5,   243.6, 5778.9,  0.00045,      0,      0,       0,       0,       0,       0
total,      10007696,    1739,    1739,    1739,   144.7,   136.8,   193.5,   219.2,   248.2,   266.5, 5780.1,  0.00045,      0,      0,       0,       0,       0,       0
total,      10009768,    1776,    1776,    1776,   140.8,   132.8,   194.5,   219.3,   264.0,   277.4, 5781.2,  0.00045,      0,      0,       0,       0,       0,       0
total,      10011890,    1698,    1698,    1698,   146.5,   135.3,   202.9,   229.9,   259.9,   269.0, 5782.5,  0.00045,      0,      0,       0,       0,       0,       0
total,      10013956,    1731,    1731,    1731,   144.2,   139.4,   180.9,   203.8,   229.8,   244.4, 5783.7,  0.00045,      0,      0,       0,       0,       0,       0
total,      10016059,    1774,    1774,    1774,   142.0,   136.7,   182.1,   209.7,   264.5,   288.0, 5784.9,  0.00045,      0,      0,       0,       0,       0,       0
total,      10018131,    1721,    1721,    1721,   145.1,   137.2,   198.1,   221.8,   254.4,   269.7, 5786.1,  0.00045,      0,      0,       0,       0,       0,       0
total,      10020088,    1680,    1680,    1680,   141.4,   136.1,   185.0,   214.4,   240.9,   241.2, 5787.2,  0.00045,      0,      0,       0,       0,       0,       0
total,      10022268,    1850,    1850,    1850,   141.7,   131.5,   201.7,   229.9,   279.2,   291.1, 5788.4,  0.00045,      0,      0,       0,       0,       0,       0
total,      10024297,    1750,    1750,    1750,   142.5,   138.2,   178.5,   203.4,   226.1,   241.7, 5789.6,  0.00045,      0,      0,       0,       0,       0,       0
total,      10026390,    1790,    1790,    1790,   139.9,   135.1,   179.2,   201.1,   235.8,   239.8, 5790.7,  0.00045,      0,      0,       0,       0,       0,       0
total,      10028520,    1725,    1725,    1725,   145.0,   132.6,   203.8,   229.2,   258.5,   297.9, 5792.0,  0.00045,      0,      0,       0,       0,       0,       0
total,      10030501,    1678,    1678,    1678,   149.0,   137.3,   208.3,   245.0,   294.0,   313.2, 5793.1,  0.00045,      0,      0,       0,       0,       0,       0
total,      10032503,    1714,    1714,    1714,   145.0,   140.1,   183.6,   210.4,   235.3,   239.4, 5794.3,  0.00045,      0,      0,       0,       0,       0,       0
total,      10034583,    1744,    1744,    1744,   143.5,   138.5,   182.9,   208.2,   224.2,   247.6, 5795.5,  0.00045,      0,      0,       0,       0,       0,       0
total,      10036496,    1656,    1656,    1656,   147.4,   137.8,   211.6,   234.2,   280.1,   288.7, 5796.7,  0.00045,      0,      0,       0,       0,       0,       0
total,      10038638,    1807,    1807,    1807,   142.3,   136.5,   182.8,   212.4,   246.7,   271.6, 5797.9,  0.00045,      0,      0,       0,       0,       0,       0
total,      10040657,    1716,    1716,    1716,   145.7,   140.1,   191.7,   218.9,   240.1,   252.4, 5799.0,  0.00045,      0,      0,       0,       0,       0,       0
total,      10042753,    1771,    1771,    1771,   140.6,   136.0,   176.8,   203.8,   235.4,   259.2, 5800.2,  0.00045,      0,      0,       0,       0,       0,       0
total,      10044900,    1765,    1765,    1765,   142.3,   138.0,   180.2,   204.0,   229.0,   234.1, 5801.4,  0.00045,      0,      0,       0,       0,       0,       0
total,      10046931,    1738,    1738,    1738,   142.5,   137.6,   184.9,   207.5,   234.5,   259.5, 5802.6,  0.00045,      0,      0,       0,       0,       0,       0
total,      10049004,    1811,    1811,    1811,   139.1,   132.9,   183.5,   210.4,   247.5,   253.6, 5803.7,  0.00045,      0,      0,       0,       0,       0,       0
total,      10051129,    1752,    1752,    1752,   141.9,   139.1,   177.2,   203.2,   226.1,   241.6, 5805.0,  0.00045,      0,      0,       0,       0,       0,       0
total,      10053115,    1695,    1695,    1695,   148.3,   143.2,   189.3,   220.0,   251.3,   270.1, 5806.1,  0.00045,      0,      0,       0,       0,       0,       0
total,      10055212,    1785,    1785,    1785,   139.8,   136.1,   175.8,   195.4,   224.5,   257.3, 5807.3,  0.00045,      0,      0,       0,       0,       0,       0
total,      10057311,    1680,    1680,    1680,   148.4,   136.9,   203.5,   231.1,   256.0,   273.7, 5808.6,  0.00045,      0,      0,       0,       0,       0,       0
total,      10059281,    1651,    1651,    1651,   149.0,   142.2,   190.7,   221.7,   249.8,   266.3, 5809.7,  0.00045,      0,      0,       0,       0,       0,       0
total,      10061428,    1796,    1796,    1796,   141.9,   132.5,   195.6,   225.8,   248.2,   256.4, 5810.9,  0.00045,      0,      0,       0,       0,       0,       0
total,      10063557,    1732,    1732,    1732,   144.0,   134.4,   201.6,   229.9,   250.3,   262.0, 5812.2,  0.00045,      0,      0,       0,       0,       0,       0
total,      10065476,    1679,    1679,    1679,   142.1,   136.9,   182.1,   211.2,   247.4,   259.1, 5813.3,  0.00045,      0,      0,       0,       0,       0,       0
total,      10067597,    1833,    1833,    1833,   142.4,   136.4,   187.0,   210.6,   229.3,   256.0, 5814.5,  0.00045,      0,      0,       0,       0,       0,       0
total,      10069552,    1656,    1656,    1656,   150.5,   140.5,   217.0,   241.2,   266.4,   276.8, 5815.6,  0.00045,      0,      0,       0,       0,       0,       0
total,      10071662,    1764,    1764,    1764,   142.3,   135.6,   189.8,   212.0,   246.9,   285.7, 5816.8,  0.00045,      0,      0,       0,       0,       0,       0
total,      10073816,    1725,    1725,    1725,   145.0,   134.5,   210.3,   231.7,   280.1,   319.2, 5818.1,  0.00045,      0,      0,       0,       0,       0,       0
total,      10075824,    1686,    1686,    1686,   148.0,   136.7,   208.3,   230.7,   278.1,   302.7, 5819.3,  0.00045,      0,      0,       0,       0,       0,       0
total,      10077893,    1783,    1783,    1783,   139.6,   136.1,   176.0,   200.8,   232.3,   260.0, 5820.4,  0.00045,      0,      0,       0,       0,       0,       0
total,      10079954,    1681,    1681,    1681,   149.8,   139.6,   213.3,   235.7,   252.7,   280.0, 5821.7,  0.00045,      0,      0,       0,       0,       0,       0
total,      10082028,    1759,    1759,    1759,   142.5,   136.2,   190.2,   215.0,   233.9,   243.9, 5822.9,  0.00045,      0,      0,       0,       0,       0,       0
total,      10084171,    1823,    1823,    1823,   136.8,   129.8,   183.6,   206.3,   235.7,   239.3, 5824.0,  0.00045,      0,      0,       0,       0,       0,       0
total,      10086309,    1765,    1765,    1765,   142.0,   133.4,   191.4,   218.9,   258.4,   277.3, 5825.2,  0.00045,      0,      0,       0,       0,       0,       0
total,      10088365,    1754,    1754,    1754,   141.7,   137.5,   179.5,   200.7,   226.7,   251.0, 5826.4,  0.00045,      0,      0,       0,       0,       0,       0
total,      10090466,    1790,    1790,    1790,   139.4,   136.7,   173.7,   192.5,   231.6,   235.0, 5827.6,  0.00045,      0,      0,       0,       0,       0,       0
total,      10092563,    1735,    1735,    1735,   144.7,   138.5,   186.4,   214.0,   239.5,   253.4, 5828.8,  0.00045,      0,      0,       0,       0,       0,       0
